trial,has_wave,has_rotation,final_energy,max_amplitude
183,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.029201356694102287,0.2894296944141388
184,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03105386532843113,0.2783116400241852
185,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.030503395944833755,0.26042184233665466
186,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03931789472699165,0.3051295876502991
187,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.038900431245565414,0.2855674922466278
188,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.038986317813396454,0.20566049218177795
189,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.047187190502882004,0.27057400345802307
190,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03465302288532257,0.26654425263404846
191,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.037097737193107605,0.31896668672561646
192,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.030585909262299538,0.22771631181240082
193,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.033308617770671844,0.23009005188941956
194,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.02910139411687851,0.3053424060344696
195,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04528642073273659,0.21759824454784393
196,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.02941080927848816,0.2156488448381424
197,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03283111751079559,0.26865556836128235
198,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.030901309102773666,0.29132476449012756
199,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.040737997740507126,0.25348329544067383
200,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.05404391139745712,0.2422265112400055
201,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0324038602411747,0.3576788306236267
202,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.043689846992492676,0.25211456418037415
203,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.036677949130535126,0.2251710444688797
204,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.056552592664957047,0.18555693328380585
205,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03282714635133743,0.22922639548778534
206,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04846271872520447,0.2053394615650177
207,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0413287878036499,0.28952381014823914
208,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04006219282746315,0.2842808961868286
209,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03715653344988823,0.2655448019504547
210,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03921648859977722,0.27562466263771057
211,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03171413764357567,0.21581541001796722
212,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.027930496260523796,0.2130369246006012
213,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03845266252756119,0.18378911912441254
214,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0531713105738163,0.33142393827438354
215,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.05068370699882507,0.1853090524673462
216,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.040968555957078934,0.20573163032531738
217,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04536121338605881,0.2497110813856125
218,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.05167879909276962,0.23161184787750244
219,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.028024032711982727,0.1990577131509781
220,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03475579991936684,0.25255918502807617
221,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.024134436622262,0.27183616161346436
222,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.030624838545918465,0.29755693674087524
223,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.059381090104579926,0.27991563081741333
224,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03934560716152191,0.25832557678222656
225,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04168843477964401,0.24027302861213684
226,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04178173094987869,0.3064892590045929
227,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04272887855768204,0.24438805878162384
228,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03852234408259392,0.3299978971481323
229,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03090951032936573,0.3064882457256317
230,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.047717347741127014,0.3750426769256592
231,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.029406096786260605,0.2744191288948059
232,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04245760291814804,0.22497008740901947
233,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.033966850489377975,0.24314944446086884
234,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0360322929918766,0.22084887325763702
235,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.028217419981956482,0.22921179234981537
236,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.018415365368127823,0.22015872597694397
237,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04266831651329994,0.24414978921413422
238,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.024489015340805054,0.2100108116865158
239,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.0345727875828743,0.29776105284690857
240,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.02857106551527977,0.23106837272644043
241,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.029922299087047577,0.28349071741104126
242,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.024867182597517967,0.21337787806987762
243,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.035764504224061966,0.2441892921924591
244,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03976923227310181,0.21122761070728302
245,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.025748832151293755,0.21557699143886566
246,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04407583177089691,0.2355794459581375
